hospital_id,hour,weekday,patient_count,emergency_count,wait_minutes
metrocare,17,3,61,8,8
govt_hospital,17,3,71,11,13
city_general,18,3,65,3,5
st_marys,18,3,50,5,11
metrocare,18,3,67,8,10
govt_hospital,18,3,61,10,5
city_general,19,3,66,11,12
st_marys,19,3,73,8,11
metrocare,19,3,69,13,11
govt_hospital,19,3,90,9,21
city_general,20,3,71,11,15
st_marys,20,3,71,13,8
metrocare,20,3,70,12,13
govt_hospital,20,3,78,12,15
city_general,21,3,16,11,1
st_marys,21,3,39,2,6
metrocare,21,3,26,5,4
govt_hospital,21,3,19,6,10
city_general,22,3,25,3,4
st_marys,22,3,18,4,0
metrocare,22,3,30,2,5
govt_hospital,22,3,17,4,5
city_general,23,3,12,2,15
st_marys,23,3,18,1,11
metrocare,23,3,14,0,8
govt_hospital,23,3,1,0,-4
city_general,0,4,20,1,5
st_marys,0,4,20,0,10
metrocare,0,4,28,6,6
govt_hospital,0,4,12,0,0
city_general,1,4,20,2,9
st_marys,1,4,18,0,4
metrocare,1,4,3,0,7
govt_hospital,1,4,15,6,3
city_general,2,4,12,0,7
st_marys,2,4,15,5,8
metrocare,2,4,15,1,6
govt_hospital,2,4,18,3,3
city_general,3,4,18,0,7
st_marys,3,4,9,0,5
metrocare,3,4,21,2,5
govt_hospital,3,4,15,1,2
city_general,4,4,34,10,9
st_marys,4,4,33,5,10
metrocare,4,4,33,5,12
govt_hospital,4,4,8,4,7
city_general,5,4,14,6,6
st_marys,5,4,57,11,7
metrocare,5,4,18,2,8
govt_hospital,5,4,20,3,6
city_general,6,4,21,2,7
st_marys,6,4,18,2,8
metrocare,6,4,7,0,1
govt_hospital,6,4,20,6,5
city_general,7,4,9,0,-1
st_marys,7,4,18,1,14
metrocare,7,4,18,2,4
govt_hospital,7,4,26,1,8
city_general,8,4,65,7,12
st_marys,8,4,65,12,11
metrocare,8,4,70,14,11
govt_hospital,8,4,69,10,16
city_general,9,4,53,9,7
st_marys,9,4,50,7,3
metrocare,9,4,50,5,9
govt_hospital,9,4,79,8,4
city_general,10,4,58,9,9
st_marys,10,4,66,11,6
metrocare,10,4,75,7,17
govt_hospital,10,4,59,5,14
city_general,11,4,47,13,9
st_marys,11,4,59,9,14
metrocare,11,4,70,9,19
govt_hospital,11,4,64,6,15
city_general,12,4,14,1,2
st_marys,12,4,36,8,11
metrocare,12,4,23,5,10
govt_hospital,12,4,17,2,-2
city_general,13,4,15,0,9
st_marys,13,4,1,3,5
metrocare,13,4,25,0,11
govt_hospital,13,4,28,1,4
city_general,14,4,23,1,12
st_marys,14,4,15,11,10
metrocare,14,4,33,5,17
govt_hospital,14,4,1,3,4
city_general,15,4,16,5,1
st_marys,15,4,30,9,10
metrocare,15,4,9,0,7
govt_hospital,15,4,27,8,9
city_general,16,4,8,0,3
st_marys,16,4,18,1,14
metrocare,16,4,15,6,4
govt_hospital,16,4,20,5,2
city_general,17,4,57,7,20
st_marys,17,4,75,10,13
metrocare,17,4,64,8,6
govt_hospital,17,4,73,12,14
city_general,18,4,59,12,9
st_marys,18,4,63,6,16
metrocare,18,4,55,5,8
govt_hospital,18,4,73,15,8
city_general,19,4,79,12,17
st_marys,19,4,66,9,9
metrocare,19,4,91,13,12
govt_hospital,19,4,65,4,16
city_general,20,4,67,11,14
st_marys,20,4,70,16,1
metrocare,20,4,71,12,11
govt_hospital,20,4,56,10,0
city_general,21,4,40,4,2
st_marys,21,4,14,0,6
metrocare,21,4,30,7,7
govt_hospital,21,4,4,0,3
city_general,22,4,9,0,12
st_marys,22,4,19,7,8
metrocare,22,4,22,0,7
govt_hospital,22,4,15,6,14
city_general,23,4,22,2,4
st_marys,23,4,19,0,13
metrocare,23,4,14,2,4
govt_hospital,23,4,22,3,6
city_general,0,5,2,3,0
st_marys,0,5,22,2,8
metrocare,0,5,7,0,7
govt_hospital,0,5,11,4,4
city_general,1,5,19,6,11
st_marys,1,5,5,2,2
metrocare,1,5,11,1,3
govt_hospital,1,5,13,0,5
city_general,2,5,12,0,7
st_marys,2,5,42,4,13
metrocare,2,5,4,4,0
govt_hospital,2,5,16,4,6
city_general,3,5,15,9,5
st_marys,3,5,20,1,7
metrocare,3,5,28,5,10
govt_hospital,3,5,12,0,0
city_general,4,5,34,1,4
st_marys,4,5,16,2,10
metrocare,4,5,4,3,-3
govt_hospital,4,5,15,0,7
city_general,5,5,20,0,0
st_marys,5,5,24,7,2
metrocare,5,5,18,0,10
govt_hospital,5,5,22,3,9
city_general,6,5,14,5,2
st_marys,6,5,6,5,3
metrocare,6,5,25,5,15
govt_hospital,6,5,1,4,7
city_general,7,5,10,0,0
st_marys,7,5,20,0,9
metrocare,7,5,20,9,11
govt_hospital,7,5,1,0,5
city_general,8,5,24,8,8
st_marys,8,5,45,5,7
metrocare,8,5,32,1,2
govt_hospital,8,5,32,2,11
city_general,9,5,37,2,14
st_marys,9,5,53,5,9
metrocare,9,5,36,2,2
govt_hospital,9,5,44,6,7
city_general,10,5,38,4,3
st_marys,10,5,45,8,13
metrocare,10,5,55,4,9
govt_hospital,10,5,35,2,15
city_general,11,5,41,7,21
st_marys,11,5,44,7,10
metrocare,11,5,49,4,9
govt_hospital,11,5,41,1,1
city_general,12,5,8,1,7
st_marys,12,5,1,0,4
metrocare,12,5,33,3,8
govt_hospital,12,5,13,0,15
city_general,13,5,8,0,3
st_marys,13,5,11,1,0
metrocare,13,5,4,0,4
govt_hospital,13,5,1,4,8
city_general,14,5,20,1,0
st_marys,14,5,5,0,7
metrocare,14,5,17,3,11
govt_hospital,14,5,19,0,7
city_general,15,5,7,0,4
st_marys,15,5,5,2,9
metrocare,15,5,15,2,10
govt_hospital,15,5,10,2,8
city_general,16,5,17,2,0
st_marys,16,5,24,2,9
metrocare,16,5,10,4,7
govt_hospital,16,5,27,6,8
city_general,17,5,64,8,6
st_marys,17,5,48,6,9
metrocare,17,5,53,11,0
govt_hospital,17,5,25,0,-2
city_general,18,5,49,1,11
st_marys,18,5,59,13,9
metrocare,18,5,57,7,6
govt_hospital,18,5,51,9,11
city_general,19,5,52,10,10
st_marys,19,5,53,6,7
metrocare,19,5,40,4,2
govt_hospital,19,5,58,9,14
city_general,20,5,53,9,15
st_marys,20,5,50,3,11
metrocare,20,5,54,8,5
govt_hospital,20,5,68,8,8
city_general,21,5,9,0,9
st_marys,21,5,12,2,0
metrocare,21,5,15,1,13
govt_hospital,21,5,11,0,5
city_general,22,5,39,4,5
st_marys,22,5,12,3,7
metrocare,22,5,13,2,-3
govt_hospital,22,5,7,1,-2
city_general,23,5,16,8,2
st_marys,23,5,1,3,8
metrocare,23,5,16,4,6
govt_hospital,23,5,1,0,9
city_general,0,6,2,3,6
st_marys,0,6,14,1,7
metrocare,0,6,1,4,8
govt_hospital,0,6,1,0,13
city_general,1,6,3,0,6
st_marys,1,6,17,7,4
metrocare,1,6,13,0,6
govt_hospital,1,6,13,2,4
city_general,2,6,27,7,-1
st_marys,2,6,41,4,12
metrocare,2,6,1,0,10
govt_hospital,2,6,16,0,10
city_general,3,6,4,0,-1
st_marys,3,6,14,0,8
metrocare,3,6,22,6,7
govt_hospital,3,6,11,3,3
city_general,4,6,21,6,6
st_marys,4,6,8,0,8
metrocare,4,6,5,0,-6
govt_hospital,4,6,1,4,6
city_general,5,6,9,0,10
st_marys,5,6,13,2,8
metrocare,5,6,25,8,3
govt_hospital,5,6,17,0,9
city_general,6,6,14,1,4
st_marys,6,6,5,0,5
metrocare,6,6,2,1,5
govt_hospital,6,6,19,1,12
city_general,7,6,24,1,5
st_marys,7,6,13,2,0
metrocare,7,6,8,7,5
govt_hospital,7,6,23,5,10
city_general,8,6,44,5,4
st_marys,8,6,24,0,6
metrocare,8,6,29,0,3
govt_hospital,8,6,38,0,7
city_general,9,6,48,5,11
st_marys,9,6,34,3,14
metrocare,9,6,40,8,10
govt_hospital,9,6,25,0,4
city_general,10,6,42,9,7
st_marys,10,6,42,3,9
metrocare,10,6,38,6,13
govt_hospital,10,6,27,7,17
city_general,11,6,14,5,7
st_marys,11,6,53,11,11
metrocare,11,6,38,8,11
govt_hospital,11,6,44,4,7
city_general,12,6,41,0,14
st_marys,12,6,22,6,10
metrocare,12,6,1,0,7
govt_hospital,12,6,11,0,9
city_general,13,6,17,0,7
st_marys,13,6,3,4,5
metrocare,13,6,10,0,0
govt_hospital,13,6,18,2,6
city_general,14,6,2,3,18
st_marys,14,6,19,0,7
metrocare,14,6,15,4,9
govt_hospital,14,6,20,0,5
city_general,15,6,27,1,6
st_marys,15,6,1,0,0
metrocare,15,6,10,5,4
govt_hospital,15,6,14,1,4
city_general,16,6,1,4,10
st_marys,16,6,13,0,7
metrocare,16,6,11,0,5
govt_hospital,16,6,5,0,2
city_general,17,6,58,4,8
st_marys,17,6,45,9,8
metrocare,17,6,42,8,6
govt_hospital,17,6,49,6,12
city_general,18,6,45,3,13
st_marys,18,6,54,2,4
metrocare,18,6,58,7,17
govt_hospital,18,6,43,5,7
city_general,19,6,67,15,14
st_marys,19,6,30,7,8
metrocare,19,6,51,7,10
govt_hospital,19,6,52,4,3
city_general,20,6,54,7,19
st_marys,20,6,36,6,10
metrocare,20,6,35,5,6
govt_hospital,20,6,66,8,13
city_general,21,6,10,4,5
st_marys,21,6,24,4,5
metrocare,21,6,12,1,4
govt_hospital,21,6,12,5,0
city_general,22,6,27,6,8
st_marys,22,6,12,5,5
metrocare,22,6,1,0,14
govt_hospital,22,6,8,3,12
city_general,23,6,4,0,9
st_marys,23,6,17,5,10
metrocare,23,6,9,3,11
govt_hospital,23,6,15,3,5
city_general,0,0,26,5,8
st_marys,0,0,4,3,0
metrocare,0,0,8,0,1
govt_hospital,0,0,21,4,13
city_general,1,0,14,2,11
st_marys,1,0,13,2,4
metrocare,1,0,8,0,5
govt_hospital,1,0,20,6,8
city_general,2,0,22,3,13
st_marys,2,0,27,8,2
metrocare,2,0,26,3,13
govt_hospital,2,0,7,1,12
city_general,3,0,26,4,4
st_marys,3,0,23,5,5
metrocare,3,0,25,1,6
govt_hospital,3,0,31,0,9
city_general,4,0,11,4,9
st_marys,4,0,24,4,3
metrocare,4,0,17,7,4
govt_hospital,4,0,25,4,3
city_general,5,0,42,9,10
st_marys,5,0,7,1,1
metrocare,5,0,7,0,6
govt_hospital,5,0,20,3,7
city_general,6,0,8,2,0
st_marys,6,0,17,3,10
metrocare,6,0,21,9,11
govt_hospital,6,0,30,1,8
city_general,7,0,27,0,6
st_marys,7,0,2,3,1
metrocare,7,0,23,5,7
govt_hospital,7,0,23,4,0
city_general,8,0,53,13,17
st_marys,8,0,63,11,12
metrocare,8,0,62,6,5
govt_hospital,8,0,56,5,15
city_general,9,0,47,9,7
st_marys,9,0,54,8,13
metrocare,9,0,63,9,18
govt_hospital,9,0,54,5,6
city_general,10,0,38,6,8
st_marys,10,0,45,5,3
metrocare,10,0,67,10,10
govt_hospital,10,0,66,11,14
city_general,11,0,64,9,14
st_marys,11,0,61,4,15
metrocare,11,0,52,5,12
govt_hospital,11,0,51,6,1
city_general,12,0,33,1,8
st_marys,12,0,5,1,13
metrocare,12,0,6,2,4
govt_hospital,12,0,10,4,5
city_general,13,0,41,5,10
st_marys,13,0,41,7,14
metrocare,13,0,4,0,1
govt_hospital,13,0,21,5,5
city_general,14,0,4,0,4
st_marys,14,0,29,7,9
metrocare,14,0,14,2,2
govt_hospital,14,0,27,2,21
city_general,15,0,11,0,1
st_marys,15,0,34,5,5
metrocare,15,0,23,2,10
govt_hospital,15,0,8,0,3
city_general,16,0,1,0,11
st_marys,16,0,29,4,2
metrocare,16,0,6,7,11
govt_hospital,16,0,26,1,5
city_general,17,0,71,13,8
st_marys,17,0,84,12,20
metrocare,17,0,73,12,15
govt_hospital,17,0,68,8,7
city_general,18,0,70,6,9
st_marys,18,0,65,7,12
metrocare,18,0,67,12,8
govt_hospital,18,0,78,12,12
city_general,19,0,73,8,15
st_marys,19,0,65,7,14
metrocare,19,0,87,12,14
govt_hospital,19,0,78,13,5
city_general,20,0,85,8,16
st_marys,20,0,85,10,17
metrocare,20,0,69,11,17
govt_hospital,20,0,63,11,13
city_general,21,0,22,0,3
st_marys,21,0,28,4,15
metrocare,21,0,24,3,5
govt_hospital,21,0,10,0,7
city_general,22,0,33,5,6
st_marys,22,0,24,2,11
metrocare,22,0,21,1,-3
govt_hospital,22,0,9,1,10
city_general,23,0,29,4,12
st_marys,23,0,20,1,9
metrocare,23,0,20,4,10
govt_hospital,23,0,38,4,11
city_general,0,1,42,7,10
st_marys,0,1,7,3,2
metrocare,0,1,1,0,7
govt_hospital,0,1,33,4,14
city_general,1,1,20,3,5
st_marys,1,1,19,2,5
metrocare,1,1,26,0,9
govt_hospital,1,1,24,3,5
city_general,2,1,25,3,12
st_marys,2,1,8,2,8
metrocare,2,1,26,3,9
govt_hospital,2,1,20,2,3
city_general,3,1,17,3,8
st_marys,3,1,31,0,10
metrocare,3,1,23,5,9
govt_hospital,3,1,35,0,4
city_general,4,1,22,4,9
st_marys,4,1,32,0,7
metrocare,4,1,35,1,11
govt_hospital,4,1,21,2,5
city_general,5,1,3,0,3
st_marys,5,1,14,0,10
metrocare,5,1,21,4,5
govt_hospital,5,1,31,9,3
city_general,6,1,17,0,3
st_marys,6,1,11,1,5
metrocare,6,1,13,6,14
govt_hospital,6,1,37,6,8
city_general,7,1,20,8,7
st_marys,7,1,30,3,6
metrocare,7,1,29,3,6
govt_hospital,7,1,9,6,6
city_general,8,1,52,13,10
st_marys,8,1,53,5,16
metrocare,8,1,53,6,9
govt_hospital,8,1,68,17,16
city_general,9,1,76,7,16
st_marys,9,1,69,5,11
metrocare,9,1,47,6,1
govt_hospital,9,1,61,8,11
city_general,10,1,54,3,7
st_marys,10,1,55,13,7
metrocare,10,1,69,7,15
govt_hospital,10,1,63,10,18
city_general,11,1,67,13,22
st_marys,11,1,65,6,0
metrocare,11,1,58,11,6
govt_hospital,11,1,55,13,9
city_general,12,1,33,5,4
st_marys,12,1,3,0,7
metrocare,12,1,1,0,-1
govt_hospital,12,1,38,1,7
city_general,13,1,30,0,16
st_marys,13,1,11,2,7
metrocare,13,1,17,2,12
govt_hospital,13,1,20,7,8
city_general,14,1,27,6,11
st_marys,14,1,39,6,14
metrocare,14,1,34,4,9
govt_hospital,14,1,9,3,2
city_general,15,1,22,2,7
st_marys,15,1,18,5,14
metrocare,15,1,16,0,9
govt_hospital,15,1,19,0,4
city_general,16,1,33,9,9
st_marys,16,1,26,6,10
metrocare,16,1,7,4,8
govt_hospital,16,1,17,1,3
city_general,17,1,63,11,16
st_marys,17,1,65,8,10
metrocare,17,1,83,8,17
govt_hospital,17,1,61,7,7
city_general,18,1,64,11,10
st_marys,18,1,63,5,9
metrocare,18,1,68,6,13
govt_hospital,18,1,82,13,19
city_general,19,1,74,14,15
st_marys,19,1,80,11,10
metrocare,19,1,58,8,9
govt_hospital,19,1,69,18,10
city_general,20,1,72,11,13
st_marys,20,1,70,7,10
metrocare,20,1,79,10,15
govt_hospital,20,1,68,12,18
city_general,21,1,22,7,10
st_marys,21,1,31,6,11
metrocare,21,1,29,5,4
govt_hospital,21,1,34,6,14
city_general,22,1,17,0,0
st_marys,22,1,18,5,5
metrocare,22,1,32,3,14
govt_hospital,22,1,3,0,5
city_general,23,1,24,3,4
st_marys,23,1,29,0,14
metrocare,23,1,11,1,3
govt_hospital,23,1,16,0,7
city_general,0,2,1,4,2
st_marys,0,2,43,5,6
metrocare,0,2,16,0,3
govt_hospital,0,2,6,1,-1
city_general,1,2,30,2,8
st_marys,1,2,31,10,10
metrocare,1,2,34,0,12
govt_hospital,1,2,22,4,-3
city_general,2,2,19,0,1
st_marys,2,2,3,0,0
metrocare,2,2,10,0,11
govt_hospital,2,2,29,3,4
city_general,3,2,23,9,0
st_marys,3,2,21,0,5
metrocare,3,2,20,0,4
govt_hospital,3,2,27,2,4
city_general,4,2,19,0,0
st_marys,4,2,15,5,9
metrocare,4,2,28,4,4
govt_hospital,4,2,5,0,7
city_general,5,2,21,3,11
st_marys,5,2,46,13,14
metrocare,5,2,24,1,3
govt_hospital,5,2,18,5,6
city_general,6,2,1,0,12
st_marys,6,2,40,3,10
metrocare,6,2,7,3,-5
govt_hospital,6,2,43,1,5
city_general,7,2,26,0,11
st_marys,7,2,35,4,4
metrocare,7,2,25,8,9
govt_hospital,7,2,29,2,6
city_general,8,2,58,5,2
st_marys,8,2,73,13,17
metrocare,8,2,68,4,8
govt_hospital,8,2,47,8,7
city_general,9,2,78,16,13
st_marys,9,2,46,8,15
metrocare,9,2,57,12,14
govt_hospital,9,2,54,9,11
city_general,10,2,58,6,2
st_marys,10,2,59,13,5
metrocare,10,2,73,8,6
govt_hospital,10,2,73,16,11
city_general,11,2,59,6,18
st_marys,11,2,66,13,14
metrocare,11,2,49,4,10
govt_hospital,11,2,65,10,15
city_general,12,2,26,0,9
st_marys,12,2,36,0,11
metrocare,12,2,8,0,0
govt_hospital,12,2,25,0,15
city_general,13,2,19,0,14
st_marys,13,2,13,0,6
metrocare,13,2,22,3,12
govt_hospital,13,2,19,2,15
city_general,14,2,18,2,0
st_marys,14,2,9,0,5
metrocare,14,2,27,0,7
govt_hospital,14,2,26,0,7
city_general,15,2,22,6,3
st_marys,15,2,21,2,8
metrocare,15,2,14,0,1
govt_hospital,15,2,10,0,9
city_general,16,2,26,0,8
st_marys,16,2,26,2,8
metrocare,16,2,19,1,7
govt_hospital,16,2,27,4,9
city_general,17,2,82,12,10
st_marys,17,2,91,10,20
metrocare,17,2,64,8,11
govt_hospital,17,2,78,12,12
city_general,18,2,61,8,10
st_marys,18,2,70,6,11
metrocare,18,2,77,12,12
govt_hospital,18,2,62,13,14
city_general,19,2,86,12,15
st_marys,19,2,60,9,12
metrocare,19,2,81,8,5
govt_hospital,19,2,79,16,11
city_general,20,2,44,8,13
st_marys,20,2,56,12,14
metrocare,20,2,58,14,7
govt_hospital,20,2,77,13,14
city_general,21,2,40,5,7
st_marys,21,2,28,2,3
metrocare,21,2,4,0,9
govt_hospital,21,2,7,1,7
city_general,22,2,22,5,7
st_marys,22,2,9,2,2
metrocare,22,2,20,2,6
govt_hospital,22,2,9,1,5
city_general,23,2,25,0,14
st_marys,23,2,21,0,9
metrocare,23,2,20,2,10
govt_hospital,23,2,18,3,5
city_general,0,3,9,5,0
st_marys,0,3,24,3,11
metrocare,0,3,13,4,1
govt_hospital,0,3,10,7,7
city_general,1,3,36,12,8
st_marys,1,3,25,7,7
metrocare,1,3,22,6,6
govt_hospital,1,3,24,0,8
city_general,2,3,37,7,4
st_marys,2,3,15,0,5
metrocare,2,3,32,7,6
govt_hospital,2,3,23,4,5
city_general,3,3,24,5,1
st_marys,3,3,14,2,4
metrocare,3,3,16,2,4
govt_hospital,3,3,23,0,8
city_general,4,3,19,3,12
st_marys,4,3,11,0,5
metrocare,4,3,17,3,12
govt_hospital,4,3,3,0,7
city_general,5,3,21,0,8
st_marys,5,3,19,0,4
metrocare,5,3,34,0,12
govt_hospital,5,3,3,7,6
city_general,6,3,23,0,3
st_marys,6,3,14,4,11
metrocare,6,3,20,3,11
govt_hospital,6,3,29,3,10
city_general,7,3,20,7,0
st_marys,7,3,4,2,6
metrocare,7,3,23,5,4
govt_hospital,7,3,8,1,5
city_general,8,3,47,8,14
st_marys,8,3,45,4,6
metrocare,8,3,69,12,16
govt_hospital,8,3,64,4,12
city_general,9,3,61,5,11
st_marys,9,3,87,11,13
metrocare,9,3,58,8,11
govt_hospital,9,3,61,7,10
city_general,10,3,70,7,11
st_marys,10,3,72,13,17
metrocare,10,3,72,12,7
govt_hospital,10,3,29,5,7
city_general,11,3,41,5,14
st_marys,11,3,72,15,17
metrocare,11,3,67,11,13
govt_hospital,11,3,69,12,9
city_general,12,3,11,3,9
st_marys,12,3,34,10,2
metrocare,12,3,23,7,10
govt_hospital,12,3,18,0,11
city_general,13,3,25,5,1
st_marys,13,3,33,5,12
metrocare,13,3,1,0,2
govt_hospital,13,3,33,2,7
city_general,14,3,38,0,4
st_marys,14,3,15,2,7
metrocare,14,3,28,1,6
govt_hospital,14,3,23,3,6
city_general,15,3,24,5,0
st_marys,15,3,25,4,8
metrocare,15,3,32,9,7
govt_hospital,15,3,31,0,6
city_general,16,3,13,2,11
st_marys,16,3,3,3,8
metrocare,16,3,4,0,11
govt_hospital,16,3,11,0,6
city_general,17,3,71,11,8
st_marys,17,3,63,11,12
metrocare,17,3,76,8,13
govt_hospital,17,3,49,7,8
city_general,18,3,60,7,13
st_marys,18,3,68,11,16
metrocare,18,3,79,7,8
govt_hospital,18,3,67,14,13
city_general,19,3,49,10,9
st_marys,19,3,65,10,4
metrocare,19,3,83,10,17
govt_hospital,19,3,79,12,15
city_general,20,3,84,16,14
st_marys,20,3,65,11,8
metrocare,20,3,81,15,15
govt_hospital,20,3,75,14,17
city_general,21,3,22,10,15
st_marys,21,3,17,4,7
metrocare,21,3,27,3,4
govt_hospital,21,3,28,0,9
city_general,22,3,19,6,10
st_marys,22,3,25,2,1
metrocare,22,3,31,5,4
govt_hospital,22,3,18,2,4
city_general,23,3,19,0,15
st_marys,23,3,20,0,-5
metrocare,23,3,5,0,9
govt_hospital,23,3,2,3,13
city_general,0,4,18,3,10
st_marys,0,4,20,1,9
metrocare,0,4,19,3,7
govt_hospital,0,4,20,2,3
city_general,1,4,12,1,-1
st_marys,1,4,26,5,3
metrocare,1,4,11,0,8
govt_hospital,1,4,30,5,3
city_general,2,4,16,1,8
st_marys,2,4,18,2,6
metrocare,2,4,31,3,8
govt_hospital,2,4,35,4,10
city_general,3,4,33,8,7
st_marys,3,4,6,2,-2
metrocare,3,4,10,3,11
govt_hospital,3,4,10,2,3
city_general,4,4,13,3,8
st_marys,4,4,17,3,11
metrocare,4,4,16,0,8
govt_hospital,4,4,17,2,5
city_general,5,4,7,1,9
st_marys,5,4,19,0,6
metrocare,5,4,12,0,-2
govt_hospital,5,4,14,0,0
city_general,6,4,30,5,5
st_marys,6,4,16,3,4
metrocare,6,4,25,0,10
govt_hospital,6,4,16,8,3
city_general,7,4,6,0,6
st_marys,7,4,9,1,4
metrocare,7,4,26,8,7
govt_hospital,7,4,14,4,4
city_general,8,4,53,6,8
st_marys,8,4,63,16,14
metrocare,8,4,70,9,10
govt_hospital,8,4,64,15,15
city_general,9,4,56,10,6
st_marys,9,4,71,8,11
metrocare,9,4,64,10,6
govt_hospital,9,4,63,7,3
city_general,10,4,42,13,2
st_marys,10,4,49,5,2
metrocare,10,4,68,6,13
govt_hospital,10,4,78,15,18
city_general,11,4,61,1,19
st_marys,11,4,48,5,3
metrocare,11,4,53,6,12
govt_hospital,11,4,69,9,15
city_general,12,4,43,9,6
st_marys,12,4,12,3,5
metrocare,12,4,24,1,6
govt_hospital,12,4,24,0,6
city_general,13,4,13,0,5
st_marys,13,4,25,0,10
metrocare,13,4,25,3,9
govt_hospital,13,4,14,5,3
city_general,14,4,22,0,6
st_marys,14,4,26,6,8
metrocare,14,4,16,4,9
govt_hospital,14,4,27,7,10
city_general,15,4,26,0,9
st_marys,15,4,16,6,11
metrocare,15,4,28,7,1
govt_hospital,15,4,22,4,16
city_general,16,4,26,0,11
st_marys,16,4,11,5,9
metrocare,16,4,25,2,0
govt_hospital,16,4,21,2,4
city_general,17,4,77,12,8
st_marys,17,4,62,7,10
metrocare,17,4,75,11,10
govt_hospital,17,4,54,8,7
city_general,18,4,89,12,18
st_marys,18,4,58,12,6
metrocare,18,4,50,5,2
govt_hospital,18,4,75,9,8
city_general,19,4,58,10,14
st_marys,19,4,75,11,12
metrocare,19,4,86,12,12
govt_hospital,19,4,63,10,7
city_general,20,4,76,5,12
st_marys,20,4,66,10,9
metrocare,20,4,73,11,14
govt_hospital,20,4,64,11,16
city_general,21,4,20,0,4
st_marys,21,4,20,3,10
metrocare,21,4,27,3,6
govt_hospital,21,4,31,3,1
city_general,22,4,37,8,-1
st_marys,22,4,30,3,6
metrocare,22,4,17,5,4
govt_hospital,22,4,15,0,-1
city_general,23,4,30,5,1
st_marys,23,4,23,5,4
metrocare,23,4,41,11,2
govt_hospital,23,4,33,3,8
city_general,0,5,1,1,6
st_marys,0,5,27,3,11
metrocare,0,5,26,6,10
govt_hospital,0,5,28,8,11
city_general,1,5,9,0,4
st_marys,1,5,26,3,8
metrocare,1,5,14,3,2
govt_hospital,1,5,17,1,4
city_general,2,5,2,2,4
st_marys,2,5,30,0,8
metrocare,2,5,10,0,0
govt_hospital,2,5,16,1,7
city_general,3,5,2,1,16
st_marys,3,5,25,1,0
metrocare,3,5,11,0,9
govt_hospital,3,5,10,5,10
city_general,4,5,21,1,7
st_marys,4,5,1,1,7
metrocare,4,5,24,0,9
govt_hospital,4,5,1,0,3
city_general,5,5,7,0,8
st_marys,5,5,5,0,4
metrocare,5,5,26,0,7
govt_hospital,5,5,14,0,8
city_general,6,5,21,0,7
st_marys,6,5,8,0,10
metrocare,6,5,9,2,5
govt_hospital,6,5,7,3,5
city_general,7,5,3,0,3
st_marys,7,5,10,0,10
metrocare,7,5,6,0,3
govt_hospital,7,5,13,0,0
city_general,8,5,26,0,10
st_marys,8,5,37,8,3
metrocare,8,5,38,8,7
govt_hospital,8,5,25,2,9
city_general,9,5,44,2,5
st_marys,9,5,33,3,12
metrocare,9,5,35,6,12
govt_hospital,9,5,45,5,4
city_general,10,5,43,5,5
st_marys,10,5,35,6,5
metrocare,10,5,47,8,15
govt_hospital,10,5,46,11,8
city_general,11,5,35,3,6
st_marys,11,5,38,7,6
metrocare,11,5,37,6,10
govt_hospital,11,5,45,0,9
city_general,12,5,6,0,11
st_marys,12,5,18,0,12
metrocare,12,5,12,0,10
govt_hospital,12,5,22,6,9
city_general,13,5,3,0,5
st_marys,13,5,15,5,11
metrocare,13,5,30,1,12
govt_hospital,13,5,4,0,0
city_general,14,5,13,4,8
st_marys,14,5,14,5,2
metrocare,14,5,35,1,6
govt_hospital,14,5,18,0,9
city_general,15,5,18,3,14
st_marys,15,5,1,0,6
metrocare,15,5,26,8,3
govt_hospital,15,5,1,0,3
city_general,16,5,1,0,4
st_marys,16,5,19,4,8
metrocare,16,5,1,2,10
govt_hospital,16,5,24,4,5
city_general,17,5,47,7,-2
st_marys,17,5,51,6,9
metrocare,17,5,65,10,12
govt_hospital,17,5,45,5,19
city_general,18,5,56,8,10
st_marys,18,5,51,10,12
metrocare,18,5,37,4,8
govt_hospital,18,5,60,7,9
city_general,19,5,37,3,2
st_marys,19,5,57,12,7
metrocare,19,5,57,7,10
govt_hospital,19,5,33,9,9
city_general,20,5,48,11,7
st_marys,20,5,52,4,16
metrocare,20,5,35,1,13
govt_hospital,20,5,36,0,6
city_general,21,5,16,3,7
st_marys,21,5,24,4,3
metrocare,21,5,6,0,11
govt_hospital,21,5,1,0,10
city_general,22,5,14,1,4
st_marys,22,5,1,0,0
metrocare,22,5,16,0,1
govt_hospital,22,5,3,0,6
city_general,23,5,4,0,1
st_marys,23,5,13,0,7
metrocare,23,5,28,3,13
govt_hospital,23,5,16,3,0
city_general,0,6,15,0,0
st_marys,0,6,7,3,5
metrocare,0,6,33,4,14
govt_hospital,0,6,11,0,9
city_general,1,6,26,3,7
st_marys,1,6,4,0,4
metrocare,1,6,27,4,8
govt_hospital,1,6,21,7,13
city_general,2,6,3,2,10
st_marys,2,6,18,6,0
metrocare,2,6,19,3,5
govt_hospital,2,6,23,4,4
city_general,3,6,22,0,10
st_marys,3,6,11,0,4
metrocare,3,6,22,1,11
govt_hospital,3,6,25,0,13
city_general,4,6,16,1,7
st_marys,4,6,13,0,12
metrocare,4,6,1,1,2
govt_hospital,4,6,20,3,16
city_general,5,6,21,5,4
st_marys,5,6,8,1,10
metrocare,5,6,7,1,12
govt_hospital,5,6,9,2,9
